[0:33:35] (PlayerName:LSRP_Player#5054 | UserName:) :friends
[13:22:36] (PlayerName:Daniel_Benjamin | UserName:hamid) :f galik chi haja 9lila chi 6 
[13:22:40] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[13:22:40] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[13:22:41] (PlayerName:Eric_Geostrica | UserName:CHLH) :vehlib
[13:22:41] (PlayerName:Kane_Sanders | UserName:LasDos) :ri 4
[13:22:47] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :backup
[13:22:49] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :backup
[13:22:55] (PlayerName:Alex_Alexandro | UserName:jamal2020) :er
[13:22:56] (PlayerName:Alex_Alexandro | UserName:jamal2020) :w9f 3la limn O sket motor M3ak L S.P.D !!!!!!!
[13:22:56] (PlayerName:Alex_Alexandro | UserName:jamal2020) :0 w9f 3la limn wtfi lmotor m3ak L.S.P.D Los santos
[13:22:58] (PlayerName:Alex_Alexandro | UserName:jamal2020) :w9f 3la limn O sket motor M3ak L S.P.D !!!!!!!
[13:22:58] (PlayerName:Alex_Alexandro | UserName:jamal2020) :0 w9f 3la limn wtfi lmotor m3ak L.S.P.D Los santos
[13:22:59] (PlayerName:Alex_Alexandro | UserName:jamal2020) :w9f 3la limn O sket motor M3ak L S.P.D !!!!!!!
[13:22:59] (PlayerName:Alex_Alexandro | UserName:jamal2020) :0 w9f 3la limn wtfi lmotor m3ak L.S.P.D Los santos
[13:22:59] (PlayerName:Alex_Alexandro | UserName:jamal2020) :w9f 3la limn O sket motor M3ak L S.P.D !!!!!!!
[13:22:59] (PlayerName:Alex_Alexandro | UserName:jamal2020) :0 w9f 3la limn wtfi lmotor m3ak L.S.P.D Los santos
[13:23:5] (PlayerName:Jack_Smith | UserName:stenixx) :gotocar 167
[13:23:7] (PlayerName:Kane_Sanders | UserName:LasDos) :is sality a haytam ?
[13:23:16] (PlayerName:Kane_Sanders | UserName:LasDos) :gotomark business
[13:23:16] (PlayerName:Scott_Lopez | UserName:haytamix) :is mzl wa7d kixtka 3la color
[13:23:17] (PlayerName:Justin_Miller | UserName:zaid) :setcolor
[13:23:18] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:23:19] (PlayerName:Scott_Lopez | UserName:haytamix) :is d tonobil
[13:23:20] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:23:20] (PlayerName:Kane_Sanders | UserName:LasDos) :aduty
[13:23:23] (PlayerName:Eric_Geostrica | UserName:CHLH) :vehlib
[13:23:23] (PlayerName:Scott_Lopez | UserName:haytamix) :is tbdlat lih
[13:23:23] (PlayerName:Joe_Miller | UserName:badr) :me kanft7 / kanssd jib
[13:23:28] (PlayerName:Jack_Smith | UserName:stenixx) :impound
[13:23:30] (PlayerName:Joe_Miller | UserName:badr) :me kanft7 / kanssd jib
[13:23:30] (PlayerName:Scott_Lopez | UserName:haytamix) :is aji xbghlihom zmer 
[13:23:30] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :id jam
[13:23:33] (PlayerName:Jack_Smith | UserName:stenixx) :aunimpounded
[13:23:33] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :f drari khasna nfarmiw flose bzf bach ndiro project ndiro fih bisnese dyal dirty money
[13:23:34] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :f drari khasna nfarmiw flose bzf bach ndiro project ndiro fih bisnese dyal dirty money
[13:23:35] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :f drari khasna nfarmiw flose bzf bach ndiro project ndiro fih bisnese dyal dirty money
[13:23:35] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :recon 1
[13:23:35] (PlayerName:Jack_Smith | UserName:stenixx) :aunimpound
[13:23:37] (PlayerName:Mamado_Sakho | UserName:adam12) :fall
[13:23:42] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[13:23:42] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[13:23:43] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :nearbyrb
[13:23:45] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :delrb 1
[13:23:46] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :delrb 2
[13:23:46] (PlayerName:Daniel_Benjamin | UserName:hamid) :gate
[13:23:47] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Daniel_Benjamin khrj 3ndi
[13:23:47] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[13:23:47] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[13:23:48] (PlayerName:Eric_Geostrica | UserName:CHLH) :vehlib
[13:23:49] (PlayerName:Kajiro_Joe | UserName:kajiro) :glue
[13:23:50] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Daniel_Benjamin khrj 3ndi
[13:23:54] (PlayerName:Kane_Sanders | UserName:LasDos) :is golo ydoz y rpiha chmn
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :dive
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :stance
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :copstop
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :shake
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :offeryes
[13:23:57] (PlayerName:JAMES_DIAZ | UserName:FADEL) :gsign 4
[13:23:58] (PlayerName:Justin_Miller | UserName:zaid) :me kaysed/kayhel lbab
[13:23:59] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Daniel_Benjamin khrj 3ndi
[13:23:59] (PlayerName:Kane_Sanders | UserName:LasDos) :is mkyn /setcolor
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :dive
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :stance
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :copstop
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :shake
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me
[13:24:0] (PlayerName:JAMES_DIAZ | UserName:FADEL) :offeryes
[13:24:2] (PlayerName:Scott_Lopez | UserName:haytamix) :is warah bloods
[13:24:2] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:24:4] (PlayerName:Scott_Lopez | UserName:haytamix) :is hado
[13:24:4] (PlayerName:Daniel_Miller | UserName:Khaled) :f ok ansaliw iron ndozo lgrape
[13:24:5] (PlayerName:Kane_Sanders | UserName:LasDos) :is golo desactiver
[13:24:6] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:7] (PlayerName:JAMES_DIAZ | UserName:FADEL) :IDLE
[13:24:7] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:7] (PlayerName:Daniel_Miller | UserName:Khaled) :f ok ansaliw iron ndozo lgrape
[13:24:8] (PlayerName:Antoine_Miller | UserName:ilyaslol) :f achon tari mra karim
[13:24:8] (PlayerName:Daniel_Miller | UserName:Khaled) :clearchat
[13:24:9] (PlayerName:JAMES_DIAZ | UserName:FADEL) :beg
[13:24:9] (PlayerName:JAMES_DIAZ | UserName:FADEL) :gsign 4
[13:24:14] (PlayerName:Kane_Sanders | UserName:LasDos) :recon Scott_Lopez
[13:24:14] (PlayerName:JAMES_DIAZ | UserName:FADEL) :beg
[13:24:14] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:24:14] (PlayerName:JAMES_DIAZ | UserName:FADEL) :gsign 4
[13:24:15] (PlayerName:Scott_Lopez | UserName:haytamix) :setcolor red
[13:24:17] (PlayerName:William_Alferdo | UserName:APGGAME) :gate
[13:24:17] (PlayerName:William_Alferdo | UserName:APGGAME) :idle
[13:24:17] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:17] (PlayerName:Justin_Miller | UserName:zaid) :me kaysed/kayhel lbab
[13:24:21] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:21] (PlayerName:Daniel_Benjamin | UserName:hamid) :la bai
[13:24:22] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:22] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:22] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:29] (PlayerName:Moza_Diaz | UserName:moza) :status anaa skrannnn
[13:24:29] (PlayerName:Micheal_Harris | UserName:GAMAGAMES) :SIT
[13:24:30] (PlayerName:Eric_Geostrica | UserName:CHLH) :vehlib
[13:24:30] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:31] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Talk On radio
[13:24:35] (PlayerName:JAMES_DIAZ | UserName:FADEL) :togspeed 80
[13:24:35] (PlayerName:JAMES_DIAZ | UserName:FADEL) :gsign 4
[13:24:39] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p aloooooo bolis
[13:24:39] (PlayerName:Joe_Miller | UserName:badr) :f walo nssa dakchi kharij nita9
[13:24:46] (PlayerName:Micheal_Harris | UserName:GAMAGAMES) :SIT 5
[13:24:46] (PlayerName:Alexander_Walter | UserName:pikatchu) :heal 39 0
[13:24:47] (PlayerName:Daniel_Miller | UserName:Khaled) :er
[13:24:47] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p aloooooo bolis
[13:24:47] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :togspeed 60
[13:24:48] (PlayerName:Tommy_Diaz | UserName:FADEL) :status
[13:24:48] (PlayerName:Scott_Lopez | UserName:haytamix) :gotoveh 199
[13:24:49] (PlayerName:Tony_Fergson | UserName:MDG) :plant
[13:24:49] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:49] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[13:24:51] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:53] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[13:24:56] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p alooo
[13:24:58] (PlayerName:Scott_Lopez | UserName:haytamix) :is saf salit Kane_Sanders
[13:24:58] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:24:59] (PlayerName:Kane_Sanders | UserName:LasDos) :is golo ra m7ydin /setcolor wsf
[13:25:2] (PlayerName:Kane_Sanders | UserName:LasDos) :recon
[13:25:6] (PlayerName:William_Sdog | UserName:aminelmerda) :me kaymintoo!!
[13:25:6] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p alooo
[13:25:8] (PlayerName:Tommy_Diaz | UserName:FADEL) :setwalk 119
[13:25:13] (PlayerName:Tony_Fergson | UserName:MDG) :setwalk 138
[13:25:14] (PlayerName:Yassine_Montana | UserName:nice) :quickreply u
[13:25:14] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p ktsm3oni
[13:25:15] (PlayerName:Moza_Diaz | UserName:moza) :status
[13:25:15] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :me takes out a Ticket Note/ Normal Note, then starts writing on it.
[13:25:15] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :do What would be for it ?
[13:25:15] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :luck
[13:25:15] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :chance 100
[13:25:18] (PlayerName:Justin_Miller | UserName:zaid) :me kaysed/kayhel lbab
[13:25:21] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :me takes out a Ticket Note/ Normal Note, then starts writing on it.
[13:25:21] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :do What would be for it ?
[13:25:21] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :luck
[13:25:22] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :chance 100
[13:25:22] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:25:23] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:25:24] (PlayerName:Scott_Lopez | UserName:haytamix) :is gltlik i can't whadxi mmno3
[13:25:24] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:25:25] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:25:28] (PlayerName:Daniel_Miller | UserName:Khaled) :clearchat
[13:25:31] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:25:35] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p ALO SLM
[13:25:39] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:25:45] (PlayerName:Micheal_Harris | UserName:GAMAGAMES) :SIT 5
[13:25:46] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kadkhol / kankhroj
[13:25:46] (PlayerName:Joe_Miller | UserName:badr) :f ana nmchi dghya nchri tools
[13:25:48] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kan7el / kansed lbab
[13:25:49] (PlayerName:Kajiro_Joe | UserName:kajiro) :walk 5
[13:25:50] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :me kan7el / kansed lbab
[13:25:50] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:25:52] (PlayerName:Evan_Henry | UserName:AnaSs) :crack
[13:25:53] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :backup
[13:25:56] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f hzit l 20 li 7tit f lwl 
[13:25:57] (PlayerName:Kajiro_Joe | UserName:kajiro) :walk 5
[13:25:57] (PlayerName:Moza_Diaz | UserName:moza) :setwalk 128
[13:25:58] (PlayerName:Scott_Lopez | UserName:haytamix) :p bro
[13:26:1] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:26:2] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :mdc
[13:26:3] (PlayerName:Scott_Lopez | UserName:haytamix) :p mazal deal dyalna
[13:26:3] (PlayerName:Moza_Diaz | UserName:moza) :setwalk 127
[13:26:4] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:26:5] (PlayerName:Scott_Lopez | UserName:haytamix) :p 9ayma
[13:26:6] (PlayerName:Moza_Diaz | UserName:moza) :setwalk 126
[13:26:10] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:26:11] (PlayerName:Joe_Miller | UserName:badr) :kansd / kanhl bab
[13:26:11] (PlayerName:Joe_Miller | UserName:badr) :me kanssd kanhl bab
[13:26:12] (PlayerName:Scott_Lopez | UserName:haytamix) :p rak 3rfti lbare7 
[13:26:18] (PlayerName:Scott_Lopez | UserName:haytamix) :is w93o maxakil f lmdina
[13:26:20] (PlayerName:Joe_Miller | UserName:badr) :me kandemaree / kanskt tomo
[13:26:21] (PlayerName:Joe_Miller | UserName:badr) :me kandkh / kankhrj
[13:26:22] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:26:23] (PlayerName:Scott_Lopez | UserName:haytamix) :p w9"o**
[13:26:24] (PlayerName:Jack_Smith | UserName:stenixx) :aimpound
[13:26:24] (PlayerName:Justin_Miller | UserName:zaid) :gate
[13:26:27] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f sdito
[13:26:29] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:26:30] (PlayerName:Justin_Miller | UserName:zaid) :me kaysed/kayhel lbab
[13:26:32] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :showfactions
[13:26:33] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:26:34] (PlayerName:Joe_Miller | UserName:badr) :me kandemaree / kanskt tomo
[13:26:35] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:26:36] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:26:37] (PlayerName:Scott_Lopez | UserName:haytamix) :p w93o maxakil flmdina
[13:26:40] (PlayerName:Joe_Miller | UserName:badr) :me kandemaree / kanskt tomo
[13:26:49] (PlayerName:Daniel_Miller | UserName:Khaled) :me kan7el jib dyali / kanssed jib dyali
[13:26:50] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :dep LSPD to mecano , need depannage hda hopital
[13:26:53] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:26:54] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:26:56] (PlayerName:Scott_Lopez | UserName:haytamix) :p lmohim db rah jme3t t9riban 100 iron
[13:26:59] (PlayerName:Daniel_Miller | UserName:Khaled) :me kan7el jib dyali / kanssed jib dyali
[13:27:1] (PlayerName:Tony_Fergson | UserName:MDG) :drug
[13:27:2] (PlayerName:Scott_Lopez | UserName:haytamix) :p fhad sbe7
[13:27:3] (PlayerName:Tony_Fergson | UserName:MDG) :khdm
[13:27:4] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:27:9] (PlayerName:Hector_Miller | UserName:Hector) :f OG
[13:27:9] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f ajiw l discord a drari 
[13:27:10] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Talk On radio
[13:27:10] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:27:11] (PlayerName:William_Alferdo | UserName:APGGAME) :gate
[13:27:11] (PlayerName:William_Alferdo | UserName:APGGAME) :idle
[13:27:15] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:27:15] (PlayerName:Scott_Lopez | UserName:haytamix) :p lyom bl3xya tkon 3ndk 200 iron w 20k
[13:27:15] (PlayerName:Daniel_Miller | UserName:Khaled) :me kan7el jib dyali / kanssed jib dyali
[13:27:18] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:27:20] (PlayerName:Hector_Miller | UserName:Hector) :f wach anwliw officiel ??
[13:27:20] (PlayerName:Justin_Miller | UserName:zaid) :animselect
[13:27:21] (PlayerName:Alexander_Walter | UserName:pikatchu) :backup
[13:27:22] (PlayerName:Justin_Miller | UserName:zaid) :animselect
[13:27:25] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:27:25] (PlayerName:Hector_Miller | UserName:Hector) :f galoha f radio kbir
[13:27:26] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:27:29] (PlayerName:Joe_Miller | UserName:badr) :f yeah 
[13:27:30] (PlayerName:Scott_Lopez | UserName:haytamix) :is safi nadi
[13:27:33] (PlayerName:William_Alferdo | UserName:APGGAME) :gate
[13:27:33] (PlayerName:William_Alferdo | UserName:APGGAME) :idle
[13:27:34] (PlayerName:Scott_Lopez | UserName:haytamix) :p safi nadi
[13:27:36] (PlayerName:Scott_Lopez | UserName:haytamix) :is fuckkk
[13:27:38] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f  wa khotna wach makatkonoch f ds ajiw 
[13:27:38] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:27:42] (PlayerName:Daniel_Miller | UserName:Khaled) :me kan7el jib dyali / kanssed jib dyali
[13:27:42] (PlayerName:Kajiro_Joe | UserName:kajiro) :setwalk 126
[13:27:43] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :p need depannge hda hopital m3ak lspd
[13:27:44] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :p need depannge hda hopital m3ak lspd
[13:27:46] (PlayerName:Kane_Sanders | UserName:LasDos) :is herwi hh
[13:27:47] (PlayerName:Micheal_Harris | UserName:GAMAGAMES) :SETWALK 126
[13:27:48] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:27:49] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:27:49] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:27:49] (PlayerName:Eric_Geostrica | UserName:CHLH) :f makandkhoooch ldiscord
[13:27:49] (PlayerName:ALEXANDRE_VLANDAMIR | UserName:tofa7a) :cry
[13:27:49] (PlayerName:Tommy_Diaz | UserName:FADEL) :f
[13:27:50] (PlayerName:Hector_Miller | UserName:Hector) :id 33
[13:27:52] (PlayerName:Scott_Lopez | UserName:haytamix) :is /is /p
[13:27:58] (PlayerName:Scott_Lopez | UserName:haytamix) :is s3iba tal had daraja
[13:28:0] (PlayerName:Scott_Lopez | UserName:haytamix) :ri 3
[13:28:0] (PlayerName:Eric_Geostrica | UserName:CHLH) :f 3ndi pc fachlan
[13:28:1] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f iwa ra tma fin kichofo Bnadem kidayr 
[13:28:1] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:28:2] (PlayerName:Daniel_Benjamin | UserName:hamid) :f makan khedmohch kan khedmo b radio in game
[13:28:2] (PlayerName:Kane_Sanders | UserName:LasDos) :gotomark street 2
[13:28:2] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:28:6] (PlayerName:Tony_Fergson | UserName:MDG) :friends
[13:28:7] (PlayerName:Justin_Miller | UserName:zaid) :f wach beseh gadi n weliw officiel ?
[13:28:9] (PlayerName:Kane_Sanders | UserName:LasDos) :gotomark garage
[13:28:13] (PlayerName:Fayyo_Sky | UserName:Fayyo) :status
[13:28:14] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f 3ndi RaiZen ana ?
[13:28:14] (PlayerName:Joe_Miller | UserName:badr) :me kandir smta
[13:28:14] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :writenote
[13:28:14] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:28:16] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:28:16] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:28:16] (PlayerName:Tony_Fergson | UserName:MDG) :friends
[13:28:18] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:28:18] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:28:20] (PlayerName:Micheal_Harris | UserName:GAMAGAMES) :SIT 5
[13:28:23] (PlayerName:Jack_Smith | UserName:stenixx) :getcar 167
[13:28:26] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:28:28] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f khod 10
[13:28:29] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Talk On radio
[13:28:31] (PlayerName:Justin_Miller | UserName:zaid) :f joe aji dgya a sahbi bach n 3emro hta dik l van
[13:28:31] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:28:33] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:34] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:35] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Talk On radio
[13:28:39] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :writenote 786147
[13:28:41] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:42] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:42] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:43] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:43] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:28:44] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:45] (PlayerName:William_Sdog | UserName:aminelmerda) :mdc
[13:28:45] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:46] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:47] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[13:28:48] (PlayerName:Kane_Sanders | UserName:LasDos) :fuelveh Kane_Sanders 0
[13:28:49] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:28:54] (PlayerName:ALEXANDRE_VLANDAMIR | UserName:tofa7a) :cry
[13:28:56] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:28:56] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:28:56] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:28:57] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:28:57] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:29:1] (PlayerName:Daniel_Benjamin | UserName:hamid) :f sf
[13:29:3] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:29:4] (PlayerName:Justin_Miller | UserName:zaid) :clearchat
[13:29:6] (PlayerName:Hector_Miller | UserName:Hector) :me Open / Close Their Inventory
[13:29:7] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:29:7] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:29:7] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:29:8] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:29:9] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:29:11] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[13:29:11] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[13:29:11] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :LSPD, pull over and turn off your engine now!
[13:29:12] (PlayerName:Joe_Miller | UserName:badr) :f nnnnnnn ankhdmo bihom
[13:29:14] (PlayerName:Jack_Smith | UserName:stenixx) :respawnveh 167
[13:29:15] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :m LSPD, pull over and turn off your engine now!
[13:29:15] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :backup
[13:29:18] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :plant
[13:29:18] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:29:19] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :m LSPD, pull over and turn off your engine now!
[13:29:19] (PlayerName:Marcus_Dawson | UserName:MoroccanDude) :backup
[13:29:19] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Kift7 chkara, ou kichof fiha
[13:29:21] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
