[0:0:32] (PlayerName:Tim_Tebow | UserName:ilyaslol) :bacukup
[10:19:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :crack 2
[10:19:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :crack 1
[10:20:46] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gms
[10:20:50] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :status kanbi3 ay 7aja btama rkhis num : 630335
[10:21:28] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:21:48] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :status kanbi3 ay 7aja btaman rkhis bzaf NUM: 630335
[10:22:6] (PlayerName:Jason_Bradolph | UserName:zawa9) :PM Elliot_Alderson HHHHHHHHHHHHHHHHHHHHHHHH
[10:22:34] (PlayerName:Tommy_Diaz | UserName:FADEL) :apps
[10:23:47] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:23:50] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:24:31] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:24:47] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:26:37] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :dive
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :stance
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :copstop
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :shake
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :me
[10:26:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :offeryes
[10:26:42] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :gatecrack
[10:26:43] (PlayerName:LSRP_Player#9439 | UserName:) :cc
[10:26:54] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :tc
[10:27:8] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :tc 3
[10:27:11] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :tc 3 100
[10:27:14] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :ticket
[10:27:20] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:27:22] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:27:24] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f  sba7 lkhir
[10:27:29] (PlayerName:LSRP_Player#6806 | UserName:) :friends
[10:27:30] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :f Sba7 nor
[10:27:38] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f nta khdam ?
[10:27:44] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :seefar 250
[10:27:46] (PlayerName:LSRP_Player#6806 | UserName:) :friends
[10:27:46] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :f ayeh
[10:27:54] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f ana lor
[10:27:57] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:27:59] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:28:2] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :f chftk
[10:28:11] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f nta li m3aya f disc ?
[10:28:13] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :belt
[10:28:19] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :f yep
[10:28:20] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :gate
[10:28:22] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f ok
[10:28:22] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :f Tyruz
[10:28:31] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :duty
[10:28:32] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :duty
[10:29:7] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :belt
[10:29:9] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:29:9] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :gate
[10:29:18] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :setvol 5
[10:29:47] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :cc
[10:30:5] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :setvol 2
[10:30:22] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:30:23] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :setvol 40
[10:30:25] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :setvol 50
[10:30:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:31:17] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:31:21] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :tuneradio 911.95
[10:31:42] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:31:53] (PlayerName:Tommy_Diaz | UserName:FADEL) :LAY
[10:31:53] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay
[10:32:1] (PlayerName:Evan_Henry | UserName:AnaSs) :getveh 207
[10:32:10] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:32:10] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:32:12] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:32:12] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:32:14] (PlayerName:Evan_Henry | UserName:AnaSs) :getveh 207
[10:32:21] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :mdc
[10:32:27] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :mdc
[10:33:2] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:33:3] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:33:4] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :mdc
[10:33:4] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:33:4] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:33:6] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:33:6] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:33:7] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:33:7] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:33:8] (PlayerName:Evan_Henry | UserName:AnaSs) :getveh 207
[10:33:17] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gms
[10:33:31] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:33:36] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:33:43] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:33:49] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:33:55] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:6] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :belt
[10:34:7] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:10] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:12] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:18] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:19] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:25] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:34:32] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :belt
[10:34:33] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:39] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:34:40] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gate
[10:34:45] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:34:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:7] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:19] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:30] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:36] (PlayerName:Evan_Henry | UserName:AnaSs) :duty
[10:35:36] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:35:42] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:42] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:43] (PlayerName:Evan_Henry | UserName:AnaSs) :duty
[10:35:44] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:35:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:35:48] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :apps
[10:35:53] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:35:54] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :home
[10:35:55] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :home
[10:35:56] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :home
[10:35:57] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :home
[10:36:5] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:36:14] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:36:16] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:36:18] (PlayerName:Tommy_Diaz | UserName:FADEL) :daps
[10:36:22] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:36:28] (PlayerName:Tommy_Diaz | UserName:FADEL) :anims
[10:36:33] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:36:37] (PlayerName:Tommy_Diaz | UserName:FADEL) :daps 2
[10:36:45] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:36:50] (PlayerName:Tommy_Diaz | UserName:FADEL) :bitchslap
[10:36:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:9] (PlayerName:Tommy_Diaz | UserName:FADEL) :strip
[10:37:14] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:15] (PlayerName:Tommy_Diaz | UserName:FADEL) :daps
[10:37:22] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:27] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:28] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:37:30] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:37:38] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :pp
[10:37:52] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:37:56] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :animations
[10:38:4] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:38:7] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :dead
[10:38:13] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :smoke
[10:38:16] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:38:18] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:38:28] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :beach
[10:38:28] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:38:30] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:38:33] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :sound
[10:38:36] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:38:38] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:38:45] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p alloo
[10:38:47] (PlayerName:Tony_Fergson | UserName:MDG) :p allo
[10:38:47] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p tony
[10:38:47] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :animatien
[10:38:49] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:38:52] (PlayerName:Tony_Fergson | UserName:MDG) :p oui$
[10:38:55] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p aji medic LSSD m7tajek
[10:39:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:39:10] (PlayerName:Tony_Fergson | UserName:MDG) :p sbr ana jay
[10:39:14] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p ok 
[10:39:16] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:39:28] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:39:36] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:39:36] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:39:53] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:39:53] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :belt
[10:40:0] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :wait
[10:40:5] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :me Holsters his firearm
[10:40:5] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoplace sf
[10:40:9] (PlayerName:Evan_Henry | UserName:AnaSs) :gethere 1
[10:40:16] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :LEAN
[10:40:17] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :wait
[10:40:27] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :lean
[10:40:28] (PlayerName:Tony_Fergson | UserName:MDG) :setwalk 138
[10:40:29] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoveh 207
[10:40:30] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :lean
[10:40:31] (PlayerName:Evan_Henry | UserName:AnaSs) :gethere 1
[10:40:33] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:40:33] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:40:38] (PlayerName:Evan_Henry | UserName:AnaSs) :aheal
[10:40:42] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:40:51] (PlayerName:Evan_Henry | UserName:AnaSs) :mrevive
[10:40:55] (PlayerName:Evan_Henry | UserName:AnaSs) :mrevive 9
[10:40:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:40:59] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoplace sf
[10:41:2] (PlayerName:Evan_Henry | UserName:AnaSs) :gethere 1
[10:41:5] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoveh 207
[10:41:8] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:41:15] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :map
[10:41:20] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:41:40] (PlayerName:LSRP_Player#3293 | UserName:) :friends
[10:41:43] (PlayerName:LSRP_Player#3293 | UserName:) :friends
[10:41:47] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:41:47] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:41:49] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:41:49] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:41:50] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:41:51] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:41:55] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:42:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:42:12] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:42:12] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:42:12] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:42:12] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:42:14] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:42:14] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:42:15] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:42:15] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:42:16] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:42:20] (PlayerName:Evan_Henry | UserName:AnaSs) :gethere 1
[10:42:21] (PlayerName:Mario_Latino | UserName:marouane) :gotoveh 255
[10:42:27] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[10:42:30] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:42:34] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:42:46] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:42:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:42:53] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:43:6] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:43:13] (PlayerName:Michael_Michalson | UserName:KLAUSMICHALSON) :home
[10:43:13] (PlayerName:Michael_Michalson | UserName:KLAUSMICHALSON) :home
[10:43:14] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:43:55] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:44:10] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:44:15] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :tuneradio 78
[10:44:18] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :tuneraio 78
[10:44:27] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:44:35] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:44:38] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:44:46] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:44:55] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :lean
[10:44:58] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :tuneradio 912.911
[10:45:0] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:45:10] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :tuneradio 912.911
[10:45:12] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:45:23] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:45:28] (PlayerName:Tony_Fergson | UserName:MDG) :setwalk 118
[10:45:42] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:45:49] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :duty
[10:45:50] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :duty
[10:45:54] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:45:58] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:45:59] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :friends
[10:45:59] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :friends
[10:45:59] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :friends
[10:46:0] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:46:0] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p allo fink
[10:46:2] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :friends
[10:46:6] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :lean
[10:46:7] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:46:7] (PlayerName:Tony_Fergson | UserName:MDG) :p ana rani ndir duty
[10:46:13] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:20] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:21] (PlayerName:Elliot_Alderson | UserName:ElliotAlderson) :pvp 1
[10:46:22] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:23] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:46:26] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:26] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:30] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:31] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:32] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:46:35] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:35] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:39] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:40] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:46:40] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :gms
[10:46:44] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:44] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:46] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :lean
[10:46:48] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:48] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:49] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:46:52] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :lean
[10:46:52] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:53] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:58] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:46:58] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:2] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:3] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:8] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:8] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:12] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:12] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:15] (PlayerName:Tommy_Diaz | UserName:FADEL) :gotoveh 432
[10:47:16] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:16] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:17] (PlayerName:Tommy_Diaz | UserName:FADEL) :daps
[10:47:21] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:22] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:26] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:26] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:34] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:34] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:34] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:35] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:36] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:36] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:39] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:41] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:42] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:42] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:44] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:44] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:44] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:45] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:47] (PlayerName:Tommy_Diaz | UserName:FADEL) :LAY
[10:47:47] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay
[10:47:48] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:48] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:49] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:49] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:51] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:51] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:53] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:53] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:53] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:47:53] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:47:54] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:47:54] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:48:0] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:48:0] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:48:1] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:48:1] (PlayerName:Tony_Fergson | UserName:MDG) :duty
[10:48:3] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:48:3] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:48:9] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:48:9] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:48:15] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[10:48:15] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[10:48:18] (PlayerName:Jason_Bradolph | UserName:zawa9) :staff
[10:48:24] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :ME Opens the glovebox
[10:48:27] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :carchat
[10:48:35] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :me reaches for a Doliprane Pill
[10:48:51] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[10:48:58] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:49:2] (PlayerName:Michael_Michalson | UserName:KLAUSMICHALSON) :sleep
[10:49:12] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:49:12] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:49:12] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[10:49:20] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :wait
[10:49:21] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoveh 207
[10:49:23] (PlayerName:Giovanni_Del_Salvatore | UserName:Tyruz) :rap
[10:49:28] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoveh 207
[10:49:41] (PlayerName:Evan_Henry | UserName:AnaSs) :gotoplace sf
[10:49:43] (PlayerName:Evan_Henry | UserName:AnaSs) :gduty
[10:49:43] (PlayerName:Evan_Henry | UserName:AnaSs) :gate
[10:49:48] (PlayerName:Evan_Henry | UserName:AnaSs) :getveh 207
[10:49:58] (PlayerName:Tommy_Diaz | UserName:FADEL) :wait
[10:50:1] (PlayerName:Tommy_Diaz | UserName:FADEL) :LAY
[10:50:1] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay
[10:50:45] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
