[0:0:5] (PlayerName:Evan_Henry | UserName:AnaSs) :f ch7al 3endk
[15:0:41] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:0:41] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f galk 3wa f rp
[15:0:46] (PlayerName:Santiago_Robet | UserName:abdelilah) :gov L Passeport li kitba3 f city hall darouri bach tkhrj mn mdina , hadchi ghaywli obligatoire
[15:0:48] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f aji 3ndi
[15:0:48] (PlayerName:Santiago_Robet | UserName:abdelilah) :gov L Passeport li kitba3 f city hall darouri bach tkhrj mn mdina , hadchi ghaywli obligatoire
[15:0:51] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:0:52] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :ar 1
[15:0:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :ar 1
[15:1:5] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :goto 8
[15:1:6] (PlayerName:Santiago_Robet | UserName:abdelilah) :wait
[15:1:7] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f ara leader a zamal
[15:1:9] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:1:9] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:1:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :gate
[15:1:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :me يقوم بالضغط علي الزيناد واطلاق النار علي المجرم فهل سوف يصيب الهدف
[15:1:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :do فهل سوف يصيب الهدف
[15:1:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :luck
[15:1:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :crack
[15:1:11] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :gate
[15:1:11] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :me يقوم بالضغط علي الزيناد واطلاق النار علي المجرم فهل سوف يصيب الهدف
[15:1:11] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :do فهل سوف يصيب الهدف
[15:1:11] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :luck
[15:1:11] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :crack
[15:1:12] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:13] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f chof adir ranks ?
[15:1:13] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:13] (PlayerName:Tony_Fergson | UserName:MDG) :f دراري تردد راديو هوا 444.111
[15:1:15] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate mec
[15:1:15] (PlayerName:Fayyo_Sky | UserName:Fayyo) :wait
[15:1:16] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:19] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:1:19] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:1:24] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :tuneradio 444.111
[15:1:26] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:29] (PlayerName:Tommy_Hazard | UserName:MrKarim) :getkey
[15:1:30] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate mec
[15:1:30] (PlayerName:Fayyo_Sky | UserName:Fayyo) :wait
[15:1:32] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f ah ara ou nta khayaf t9ol anhwik
[15:1:35] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is aji a tommy chouf m3a hado.
[15:1:36] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :glue
[15:1:38] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:1:39] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:1:39] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:1:39] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is id diyali.. 6
[15:1:39] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:1:42] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:43] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:1:45] (PlayerName:Tommy_Hazard | UserName:MrKarim) :gethere moza
[15:1:45] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f ?
[15:1:45] (PlayerName:Betty_Robert | UserName:wissal) :duty
[15:1:49] (PlayerName:Santiago_Robet | UserName:abdelilah) :scratch
[15:1:50] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f hh wait n3tik leader
[15:1:53] (PlayerName:Betty_Robert | UserName:wissal) :setwalk 129
[15:1:58] (PlayerName:Tommy_Diaz | UserName:FADEL) :is tommy diaz ola lakhor
[15:2:4] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:2:6] (PlayerName:Santiago_Robet | UserName:abdelilah) :scratch
[15:2:7] (PlayerName:Santiago_Robet | UserName:abdelilah) :wait
[15:2:8] (PlayerName:Tony_Fergson | UserName:MDG) :f الياس شريتي sanchez
[15:2:8] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f done a ilyas
[15:2:13] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is Fondateur
[15:2:16] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:2:16] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:2:17] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f khasna sanchez
[15:2:18] (PlayerName:Santiago_Robet | UserName:abdelilah) :wait
[15:2:23] (PlayerName:Jeffry_Cross | UserName:ASPRO) :friends
[15:2:23] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:2:24] (PlayerName:Jeffry_Cross | UserName:ASPRO) :friends
[15:2:25] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f anchriw motor 9bl mn vent
[15:2:33] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:2:36] (PlayerName:Fayyo_Sky | UserName:Fayyo) :gate mec
[15:2:36] (PlayerName:Fayyo_Sky | UserName:Fayyo) :wait
[15:2:41] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:2:42] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:2:45] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:2:46] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is Karim.
[15:2:46] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f db tony aydir lbasi
[15:2:51] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:2:54] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :cr
[15:2:55] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:2:55] (PlayerName:Betty_Robert | UserName:wissal) :crack
[15:2:56] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :cr
[15:2:59] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:0] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :cr 1
[15:3:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :ar 2
[15:3:4] (PlayerName:Betty_Robert | UserName:wissal) :duty
[15:3:4] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:5] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:3:5] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:3:6] (PlayerName:Tommy_Hazard | UserName:MrKarim) :goto 6
[15:3:7] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f mohamed
[15:3:9] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wi
[15:3:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f aji 3ndi
[15:3:16] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :ar 2
[15:3:16] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f fink ana m3a tony
[15:3:17] (PlayerName:Tommy_Diaz | UserName:FADEL) :ri 2
[15:3:18] (PlayerName:Tommy_Diaz | UserName:FADEL) :ri 1
[15:3:20] (PlayerName:Tony_Fergson | UserName:MDG) :tweet
[15:3:21] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:21] (PlayerName:Santiago_Robet | UserName:abdelilah) :show bb
[15:3:21] (PlayerName:Santiago_Robet | UserName:abdelilah) :ame kichouf jibbou
[15:3:22] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f ana hodod
[15:3:23] (PlayerName:Tommy_Diaz | UserName:FADEL) :goto 13
[15:3:31] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f  matnsach bli 3ndi taxiyat hh
[15:3:33] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:3:33] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:3:34] (PlayerName:Armando_Culinan | UserName:red) :gotoplace ls
[15:3:36] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:37] (PlayerName:Betty_Robert | UserName:wissal) :status afk
[15:3:44] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:45] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:3:45] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:3:57] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:3:59] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :twitter
[15:4:1] (PlayerName:Armando_Culinan | UserName:red) :aheal Armando_Culinan
[15:4:2] (PlayerName:Armando_Culinan | UserName:red) :aduty
[15:4:3] (PlayerName:Santiago_Robet | UserName:abdelilah) :twitter
[15:4:4] (PlayerName:Armando_Culinan | UserName:red) :aheal Armando_Culinan
[15:4:5] (PlayerName:Armando_Culinan | UserName:red) :aduty
[15:4:10] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :f aji hh
[15:4:11] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:4:13] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is mic diyalek mkherchech.
[15:4:13] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:4:14] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:4:17] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is @Karim.
[15:4:17] (PlayerName:Alexander_Walter | UserName:pikatchu) :wait
[15:4:24] (PlayerName:Armando_Culinan | UserName:red) :gethere 17
[15:4:29] (PlayerName:Armando_Culinan | UserName:red) :recon  17
[15:4:29] (PlayerName:Anwar_Car | UserName:AnwarCar) :park
[15:4:31] (PlayerName:Tommy_Diaz | UserName:FADEL) :gotoveh 299
[15:4:33] (PlayerName:Armando_Culinan | UserName:red) :recon  
[15:4:44] (PlayerName:Tommy_Hazard | UserName:MrKarim) :stopanim
[15:4:45] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:47] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:47] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:48] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:48] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:50] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:50] (PlayerName:Santiago_Robet | UserName:abdelilah) :gate
[15:4:53] (PlayerName:Anwar_Car | UserName:AnwarCar) :twiter
[15:4:55] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[15:4:57] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is /reconnect tommy.
[15:5:0] (PlayerName:Alexander_Walter | UserName:pikatchu) :e
[15:5:2] (PlayerName:Tommy_Hazard | UserName:MrKarim) :goto 9
[15:5:3] (PlayerName:Alexander_Walter | UserName:pikatchu) :er
[15:5:4] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[15:5:7] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :glue
[15:5:8] (PlayerName:LSRP_Player#6055 | UserName:) :friends
[15:5:9] (PlayerName:Jeffry_Cross | UserName:ASPRO) :lean
[15:5:10] (PlayerName:LSRP_Player#6055 | UserName:) :friends
[15:5:10] (PlayerName:Jeffry_Cross | UserName:ASPRO) :lean
[15:5:12] (PlayerName:LSRP_Player#6055 | UserName:) :friends
[15:5:13] (PlayerName:LSRP_Player#6055 | UserName:) :friends
[15:5:13] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:5:17] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :adde
[15:5:18] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:5:19] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:5:20] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[15:5:22] (PlayerName:Betty_Robert | UserName:wissal) :f -_-
[15:5:27] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:5:29] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :adde
[15:5:33] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:5:34] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:5:34] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:5:38] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:5:38] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:5:42] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:5:42] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:5:47] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:5:47] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:5:49] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:5:49] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:5:49] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[15:5:49] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[15:5:50] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:6:2] (PlayerName:Tommy_Diaz | UserName:FADEL) :grafiiti
[15:6:2] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :gotoveh 328
[15:6:6] (PlayerName:Moza_Diaz | UserName:moza) :is karim
[15:6:9] (PlayerName:Moza_Diaz | UserName:moza) :is karim ana jit
[15:6:11] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :gotoplace igs
[15:6:12] (PlayerName:Moza_Diaz | UserName:moza) :goto 3
[15:6:23] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :wait
[15:6:25] (PlayerName:Moza_Diaz | UserName:moza) :g
[15:6:27] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is 3la slama.
[15:6:36] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :aduty
[15:6:45] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is saliti mn Human Flat ?
[15:6:46] (PlayerName:Moza_Diaz | UserName:moza) :gotoveh 147
[15:6:53] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me kayhdr fe radio
[15:6:54] (PlayerName:Jeffry_Cross | UserName:ASPRO) :lean
[15:7:0] (PlayerName:Mario_Latino | UserName:marouane) :me kaydwi fradio
[15:7:3] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:7:3] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:7:8] (PlayerName:Tommy_Hazard | UserName:MrKarim) :stopanim
[15:7:13] (PlayerName:Moza_Diaz | UserName:moza) :is ah hhhhhhh
[15:7:15] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is server bda y3mer
[15:7:18] (PlayerName:Moza_Diaz | UserName:moza) :is chuf lil 3awtani
[15:7:21] (PlayerName:Santiago_Robet | UserName:abdelilah) :gov
[15:7:27] (PlayerName:Moza_Diaz | UserName:moza) :getveh 258
[15:7:29] (PlayerName:Moza_Diaz | UserName:moza) :getveh 258
[15:7:30] (PlayerName:Armando_Culinan | UserName:red) :is Deckard_M._Hobbs sar
[15:7:32] (PlayerName:Armando_Culinan | UserName:red) :is Deckard_M._Hobbs sar
[15:7:35] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is ?
[15:7:36] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is ?
[15:7:40] (PlayerName:Santiago_Robet | UserName:abdelilah) :f finek
[15:7:41] (PlayerName:Anwar_Car | UserName:AnwarCar) :er
[15:7:45] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[15:7:45] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[15:7:48] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :setfaction Deckard_M._Hobbs -1
[15:7:51] (PlayerName:Tommy_Diaz | UserName:FADEL) :F FIINK
[15:7:55] (PlayerName:Armando_Culinan | UserName:red) :is ankmel blan w ndwi meak 
[15:7:55] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :aduty
[15:7:56] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:7:57] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[15:8:2] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :recon Armando
[15:8:2] (PlayerName:Armando_Culinan | UserName:red) :ticket  17 5000
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :custom 4
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :salut
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :/me kandire lik rope
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :/walk 8
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :smokelean
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :FISH
[15:8:3] (PlayerName:Tommy_Diaz | UserName:FADEL) :fish
[15:8:7] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is sir sir.
[15:8:9] (PlayerName:Armando_Culinan | UserName:red) :ticket  17 5000 horob mn chorta 
[15:8:9] (PlayerName:Tommy_Hazard | UserName:MrKarim) :stopanim
[15:8:10] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[15:8:10] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[15:8:18] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:8:19] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:8:19] (PlayerName:Tommy_Hazard | UserName:MrKarim) :storpes scr_rbs
[15:8:22] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :setfactionrank 15 20
[15:8:23] (PlayerName:Justin_Miller | UserName:zaid) :gate
[15:8:23] (PlayerName:Tommy_Hazard | UserName:MrKarim) :storpes rbs
[15:8:27] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:8:27] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:8:27] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:8:29] (PlayerName:Tommy_Hazard | UserName:MrKarim) :storpes scr_rbs
[15:8:29] (PlayerName:Armando_Culinan | UserName:red) :is
[15:8:30] (PlayerName:Armando_Culinan | UserName:red) :is f
[15:8:37] (PlayerName:Santiago_Robet | UserName:abdelilah) :dty
[15:8:39] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :er
[15:8:40] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:8:40] (PlayerName:Armando_Culinan | UserName:red) :is sat ash derti??
[15:8:41] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:8:43] (PlayerName:Justin_Miller | UserName:zaid) :ki 9eleb/ki sed jib dyalo
[15:8:43] (PlayerName:Justin_Miller | UserName:zaid) :me kay9eleb/kaysed jib dyalo
[15:8:44] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[15:8:44] (PlayerName:Betty_Robert | UserName:wissal) :f mt
[15:8:46] (PlayerName:Betty_Robert | UserName:wissal) :f wtf
[15:8:55] (PlayerName:Tony_Fergson | UserName:MDG) :friends
[15:8:55] (PlayerName:Anwar_Car | UserName:AnwarCar) :friends
[15:8:57] (PlayerName:Betty_Robert | UserName:wissal) :f whaaaat kfch mt
[15:9:1] (PlayerName:Betty_Robert | UserName:wissal) :f hhhhhhhhh
[15:9:2] (PlayerName:Tony_Fergson | UserName:MDG) :friends
[15:9:3] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:9:5] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:9:6] (PlayerName:Santiago_Robet | UserName:abdelilah) :duty
[15:9:6] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :ar 1
[15:9:9] (PlayerName:Tommy_Diaz | UserName:FADEL) :ar 2
[15:9:14] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:9:14] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is report
[15:9:16] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[15:9:17] (PlayerName:Tommy_Hazard | UserName:MrKarim) :showfaction
[15:9:18] (PlayerName:Tommy_Diaz | UserName:FADEL) :ri 2
[15:9:19] (PlayerName:Tommy_Hazard | UserName:MrKarim) :showfactions
[15:9:20] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:9:20] (PlayerName:Jeffry_Cross | UserName:ASPRO) :walk 33
[15:9:22] (PlayerName:Jeffry_Cross | UserName:ASPRO) :walk 33
[15:9:26] (PlayerName:Tommy_Diaz | UserName:FADEL) :goto 5
[15:9:34] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:9:35] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:9:35] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:9:39] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:9:41] (PlayerName:Tommy_Hazard | UserName:MrKarim) :goto 9
[15:9:48] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :is alo
[15:9:49] (PlayerName:Tommy_Hazard | UserName:MrKarim) :revive 4
[15:9:52] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:9:54] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:9:59] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wtg
[15:9:59] (PlayerName:Tommy_Diaz | UserName:FADEL) :is jail id 2 DAKHL B TAXI L BANKA
[15:10:0] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wtf
[15:10:1] (PlayerName:Tommy_Hazard | UserName:MrKarim) :ooc  1 min n9adoh
[15:10:4] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:4] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:5] (PlayerName:Tommy_Diaz | UserName:FADEL) :is jail id 2 DAKHL B TAXI L BANKA
[15:10:6] (PlayerName:Tommy_Diaz | UserName:FADEL) :is jail id 2 DAKHL B TAXI L BANKA
[15:10:6] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[15:10:8] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me ki9lb jibo/kaysdo
[15:10:9] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:10] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:10] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:10] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :me takes out from his holster a Glock-47/Weapon, then aims on the suspect.
[15:10:10] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :do Any resist ? would he get afraid ?
[15:10:10] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :luck
[15:10:10] (PlayerName:Deckard_M._Hobbs | UserName:Hades) :chance 100
[15:10:12] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:13] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:13] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:15] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:16] (PlayerName:Tommy_Hazard | UserName:MrKarim) :home
[15:10:16] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:17] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:19] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:22] (PlayerName:Jeffry_Cross | UserName:ASPRO) :walk 33
[15:10:22] (PlayerName:Armando_Culinan | UserName:red) :m << THIS IS LSPD PULLOVER TO THE SIDE AND TURN OFF YOUR VEHICULE AND GET OUR OF IT >>
[15:10:22] (PlayerName:Armando_Culinan | UserName:red) :gate
[15:10:22] (PlayerName:Armando_Culinan | UserName:red) :me kayjbed sla7 dialo
[15:10:22] (PlayerName:Armando_Culinan | UserName:red) :takes out from his holster a weapon then aims it
[15:10:23] (PlayerName:Armando_Culinan | UserName:red) :aduty
[15:10:23] (PlayerName:Tommy_Diaz | UserName:FADEL) :is
[15:10:24] (PlayerName:Tommy_Hazard | UserName:MrKarim) :fixveh Tommy_Hazard
[15:10:32] (PlayerName:Armando_Culinan | UserName:red) :aduty
[15:10:33] (PlayerName:Betty_Robert | UserName:wissal) :quickreply t
[15:10:33] (PlayerName:Tommy_Diaz | UserName:FADEL) :g  id 2 dakhl b taxi l banka
[15:10:35] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:10:37] (PlayerName:Jeffry_Cross | UserName:ASPRO) :walk 33
[15:10:37] (PlayerName:Fayyo_Sky | UserName:Fayyo) :me kayhdr fe radio
[15:10:38] (PlayerName:Tommy_Hazard | UserName:MrKarim) :restartres 붸藈`࿈
[15:10:38] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[15:10:42] (PlayerName:Mario_Latino | UserName:marouane) :me kay transferer ls photo mn lcamera l pc
[15:10:47] (PlayerName:Tommy_Hazard | UserName:MrKarim) :restartres chat_system
[15:10:49] (PlayerName:Armando_Culinan | UserName:red) :home
[15:10:50] (PlayerName:Armando_Culinan | UserName:red) :home
[15:10:51] (PlayerName:Tommy_Diaz | UserName:FADEL) :gotoveh 299
[15:10:53] (PlayerName:Santiago_Robet | UserName:abdelilah) :toglaser
[15:10:54] (PlayerName:Jack_Smith | UserName:stenixx) :login ***
[15:10:54] (PlayerName:Betty_Robert | UserName:wissal) :f ash w93
[15:10:58] (PlayerName:Jack_Smith | UserName:stenixx) :restart chat-system
[15:10:59] (PlayerName:Santiago_Robet | UserName:abdelilah) :togattach
[15:11:3] (PlayerName:Santiago_Robet | UserName:abdelilah) :togatach
[15:11:4] (PlayerName:Tommy_Hazard | UserName:MrKarim) :restartres chat-system
[15:11:5] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:11:5] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[15:11:11] (PlayerName:Jack_Smith | UserName:stenixx) :restart chat-system
[15:11:12] (PlayerName:Tommy_Hazard | UserName:MrKarim) :ooc Fixed
